x-axis,1,2
second,Volt,Volt
-100.000E-03,-5.000E-03,+63.601E-03
-99.900E-03,-9.020E-03,+93.751E-03
-99.800E-03,-5.000E-03,+83.701E-03
-99.700E-03,-8.518E-03,+73.651E-03
-99.600E-03,-5.000E-03,+82.445E-03
-99.500E-03,-5.000E-03,+73.651E-03
-99.400E-03,-5.000E-03,+63.601E-03
-99.300E-03,-1.482E-03,+72.394E-03
-99.200E-03,-13.040E-03,+63.601E-03
-99.100E-03,-5.000E-03,+73.651E-03
-99.000E-03,-13.040E-03,+83.701E-03
-98.900E-03,-5.000E-03,+52.294E-03
-98.800E-03,+2.538E-03,+63.601E-03
-98.700E-03,-9.020E-03,+72.394E-03
-98.600E-03,-12.538E-03,+82.445E-03
-98.500E-03,-5.000E-03,+63.601E-03
-98.400E-03,+2.538E-03,+43.500E-03
-98.300E-03,-9.020E-03,+43.500E-03
-98.200E-03,-5.000E-03,+43.500E-03
-98.100E-03,+3.040E-03,+73.651E-03
-98.000E-03,-5.000E-03,+63.601E-03
-97.900E-03,-1.482E-03,+63.601E-03
-97.800E-03,-5.000E-03,+63.601E-03
-97.700E-03,-5.000E-03,+63.601E-03
-97.600E-03,-5.000E-03,+102.545E-03
-97.500E-03,-8.518E-03,+83.701E-03
-97.400E-03,-5.000E-03,+83.701E-03
-97.300E-03,-5.000E-03,+72.394E-03
-97.200E-03,-5.000E-03,+83.701E-03
-97.100E-03,-5.000E-03,+53.550E-03
-97.000E-03,-5.000E-03,+43.500E-03
-96.900E-03,-5.000E-03,+72.394E-03
-96.800E-03,-5.000E-03,+63.601E-03
-96.700E-03,-980E-06,+63.601E-03
-96.600E-03,-5.000E-03,+63.601E-03
-96.500E-03,-5.000E-03,+43.500E-03
-96.400E-03,-5.000E-03,+82.445E-03
-96.300E-03,-5.000E-03,+73.651E-03
-96.200E-03,+2.538E-03,+63.601E-03
-96.100E-03,-5.000E-03,+52.294E-03
-96.000E-03,-5.000E-03,+102.545E-03
-95.900E-03,-1.482E-03,+72.394E-03
-95.800E-03,-5.000E-03,+83.701E-03
-95.700E-03,-1.482E-03,+72.394E-03
-95.600E-03,+2.538E-03,+63.601E-03
-95.500E-03,-5.000E-03,+83.701E-03
-95.400E-03,-5.000E-03,+63.601E-03
-95.300E-03,-980E-06,+63.601E-03
-95.200E-03,-5.000E-03,+63.601E-03
-95.100E-03,-1.482E-03,+73.651E-03
-95.000E-03,-5.000E-03,+63.601E-03
-94.900E-03,-5.000E-03,+52.294E-03
-94.800E-03,-5.000E-03,+82.445E-03
