x-axis,1,2
second,Volt,Volt
-5.000000E-03,-52.701005E-03,+46.577888E-03
-4.995000E-03,-41.394472E-03,+46.577888E-03
-4.990000E-03,-51.444723E-03,+74.718591E-03
-4.985000E-03,-32.600502E-03,+46.577888E-03
-4.980000E-03,-32.600502E-03,+20.195978E-03
-4.975000E-03,-32.600502E-03,+74.718591E-03
-4.970000E-03,-32.600502E-03,+74.718591E-03
-4.965000E-03,-42.650754E-03,+60.648239E-03
-4.960000E-03,-51.444723E-03,+74.718591E-03
-4.955000E-03,-42.650754E-03,+60.648239E-03
-4.950000E-03,-52.701005E-03,+46.577888E-03
-4.945000E-03,-32.600502E-03,+74.718591E-03
-4.940000E-03,-32.600502E-03,+74.718591E-03
-4.935000E-03,-32.600502E-03,+76.477385E-03
-4.930000E-03,-32.600502E-03,+74.718591E-03
-4.925000E-03,-32.600502E-03,+62.407033E-03
-4.920000E-03,-32.600502E-03,+74.718591E-03
-4.915000E-03,-32.600502E-03,+74.718591E-03
-4.910000E-03,-32.600502E-03,+74.718591E-03
-4.905000E-03,-42.650754E-03,+60.648239E-03
-4.900000E-03,-32.600502E-03,+74.718591E-03
-4.895000E-03,-41.394472E-03,+62.407033E-03
-4.890000E-03,-32.600502E-03,+48.336682E-03
-4.885000E-03,-51.444723E-03,+32.507536E-03
-4.880000E-03,-32.600502E-03,+74.718591E-03
-4.875000E-03,-41.394472E-03,+46.577888E-03
-4.870000E-03,-32.600502E-03,+46.577888E-03
-4.865000E-03,-42.650754E-03,+74.718591E-03
-4.860000E-03,-32.600502E-03,+74.718591E-03
-4.855000E-03,-42.650754E-03,+46.577888E-03
-4.850000E-03,-32.600502E-03,+74.718591E-03
-4.845000E-03,-42.650754E-03,+46.577888E-03
-4.840000E-03,-51.444723E-03,+74.718591E-03
-4.835000E-03,-42.650754E-03,+74.718591E-03
-4.830000E-03,-32.600502E-03,+46.577888E-03
-4.825000E-03,-32.600502E-03,+46.577888E-03
-4.820000E-03,-32.600502E-03,+48.336682E-03
-4.815000E-03,-32.600502E-03,+74.718591E-03
-4.810000E-03,-52.701005E-03,+20.195978E-03
-4.805000E-03,-52.701005E-03,+62.407033E-03
-4.800000E-03,-51.444723E-03,+74.718591E-03
-4.795000E-03,-32.600502E-03,+60.648239E-03
-4.790000E-03,-51.444723E-03,+74.718591E-03
-4.785000E-03,-42.650754E-03,+62.407033E-03
-4.780000E-03,-51.444723E-03,+20.195978E-03
-4.775000E-03,-32.600502E-03,+46.577888E-03
-4.770000E-03,-51.444723E-03,+48.336682E-03
