x-axis,1,2
second,Volt,Volt
-50.00000E-03,-52.70100E-03,+81.47864E-03
-49.95000E-03,-42.65075E-03,+68.61432E-03
-49.90000E-03,-32.60050E-03,+30.02136E-03
-49.85000E-03,-31.34422E-03,+81.47864E-03
-49.80000E-03,-31.34422E-03,+30.02136E-03
-49.75000E-03,-32.60050E-03,+107.20729E-03
-49.70000E-03,-32.60050E-03,+81.47864E-03
-49.65000E-03,-32.60050E-03,+55.75000E-03
-49.60000E-03,-32.60050E-03,+31.62940E-03
-49.55000E-03,-52.70100E-03,+44.49372E-03
-49.50000E-03,-51.44472E-03,+79.87060E-03
-49.45000E-03,-52.70100E-03,+68.61432E-03
-49.40000E-03,-32.60050E-03,+31.62940E-03
-49.35000E-03,-52.70100E-03,+18.76508E-03
-49.30000E-03,-31.34422E-03,+105.59925E-03
-49.25000E-03,-52.70100E-03,+68.61432E-03
-49.20000E-03,-52.70100E-03,+79.87060E-03
-49.15000E-03,-41.39447E-03,+44.49372E-03
-49.10000E-03,-32.60050E-03,+55.75000E-03
-49.05000E-03,-41.39447E-03,+55.75000E-03
-49.00000E-03,-52.70100E-03,+31.62940E-03
-48.95000E-03,-42.65075E-03,+67.00628E-03
-48.90000E-03,-32.60050E-03,+55.75000E-03
-48.85000E-03,-41.39447E-03,+81.47864E-03
-48.80000E-03,-32.60050E-03,+79.87060E-03
-48.75000E-03,-52.70100E-03,+67.00628E-03
-48.70000E-03,-32.60050E-03,+55.75000E-03
-48.65000E-03,-41.39447E-03,+30.02136E-03
-48.60000E-03,-32.60050E-03,+30.02136E-03
-48.55000E-03,-32.60050E-03,+67.00628E-03
-48.50000E-03,-32.60050E-03,+81.47864E-03
-48.45000E-03,-32.60050E-03,+68.61432E-03
-48.40000E-03,-52.70100E-03,+31.62940E-03
-48.35000E-03,-41.39447E-03,+44.49372E-03
-48.30000E-03,-32.60050E-03,+79.87060E-03
-48.25000E-03,-41.39447E-03,+44.49372E-03
-48.20000E-03,-32.60050E-03,+55.75000E-03
-48.15000E-03,-32.60050E-03,+44.49372E-03
-48.10000E-03,-51.44472E-03,+55.75000E-03
-48.05000E-03,-42.65075E-03,+55.75000E-03
-48.00000E-03,-32.60050E-03,+55.75000E-03
-47.95000E-03,-32.60050E-03,+81.47864E-03
-47.90000E-03,-51.44472E-03,+30.02136E-03
-47.85000E-03,-21.29397E-03,+44.49372E-03
-47.80000E-03,-52.70100E-03,+31.62940E-03
-47.75000E-03,-41.39447E-03,+55.75000E-03
-47.70000E-03,-51.44472E-03,+55.75000E-03
